"X" "CID" "maxlatency" "mean_latency" "mean_time_retrieve" "mean_time_compute" "time_add_IPFS" "mean_time_pubsub" "numUpdates" "numberPeers" "numberPeerUpdating" "System"
"149" 19 "QmcW17KsKZnZcNJWwstbJzdQRx3Y3tJUxY8NgXoeZ5PMZb" 239 239 109476967 54739 126992003 2476291 100 "2" "1" "IM-CRDT"
"150" 20 "QmcXPTwWWMiTubuW1Ln65dk29GZLTDb4oUdnohx79xtZ7g" 197 197 76502897 45491 118406614 2044997.99999999 100 "2" "1" "IM-CRDT"
"151" 21 "Qmd8YQBevRCZTDiZbZKPGkyy1aEb59X1TeVdKGow5JGEMG" 212 212 83706691 46606 126440618 1806085 100 "2" "1" "IM-CRDT"
"152" 22 "QmdhRf6hQCT9kJrsALq8h3g9jEgzZsuDTHVTDTY4vHRuSY" 233 233 79630983 52036 151625706 1691274.99999999 100 "2" "1" "IM-CRDT"
"153" 23 "QmdUibGjX7zUCbanYBUCUqm9KDpvT9T7x4Fuqtuw7sCXNw" 221 221 92609495 54167 126656768 1679570.00000001 100 "2" "1" "IM-CRDT"
"154" 24 "QmdzDPVZ9fiyRi9XzcVXc1mPBUNAGeaCKzcFBjNAskpg74" 335 335 80759643 58186 252764712 1417459.00000001 100 "2" "1" "IM-CRDT"
"155" 25 "QmebVnyyxqw5o87Y3Q9YmTnNmL3qykiNQKsbZWTxPq4kUv" 181 181 77485785 46935 101956227 1511053 100 "2" "1" "IM-CRDT"
"156" 26 "QmeDtpuGHvLwoV8dvo5PoVXcpeThKYw2FGWgbn5k36fgLS" 253 253 101188019 56117 150552647 1203217 100 "2" "1" "IM-CRDT"
"157" 27 "QmekffqS2yR2PRmNCHAwQxPzqzRTHxnF2uBHj2JBV7WHuG" 211 211 108437100 72859 101267705 1222336.00000001 100 "2" "1" "IM-CRDT"
"158" 28 "QmeW6izb4TThgYTwhY4JmqNfndaFoNBnetWBp4sJxgpLBP" 253 253 83081900 60748 167437254 2420098 100 "2" "1" "IM-CRDT"
"159" 29 "QmewKvuVBDS7mDet4WRtCyFvRryF3Wm1rXcKNXfKwC7cf3" 224 224 112933019 54071 109848762 1164148.00000001 100 "2" "1" "IM-CRDT"
"160" 30 "QmewmFhmf3zVQC2X5NujUe7BTRgKhKc44G9S2WhRmvQkvB" 242 242 103827153 45812 134782505 3344529.99999999 100 "2" "1" "IM-CRDT"
"161" 31 "Qmf6E69jxErR36JKPF1jvsAH9DC69pk64MrsuGKXw6soSG" 293 293 116062296 45466 175928267 963971.000000015 100 "2" "1" "IM-CRDT"
"162" 32 "QmfRJCkzJSXnZ81MxBxFtMw1rkZvCoVYo7L1C1NQWuzcNE" 184 184 89209266 46453 93404838 1339442.99999999 100 "2" "1" "IM-CRDT"
"163" 33 "QmfUdFmGPWuSTKcY6kdd5Q9Vcfnreetc5m3nvH8QgmUrhF" 292 292 121386129 52256 168475297 2086318.00000001 100 "2" "1" "IM-CRDT"
"164" 34 "QmNd2t9VMMAXd6zR7QXVLxPrdVrqrP3GvwHmWg1AVFJzyR" 274 274 111287098 45419 159881905 2785577.99999999 100 "2" "1" "IM-CRDT"
"165" 35 "QmNeW2iRgE22KioSJg7JqFsdFhQmcdB2iu9LjjnLuVy2Ja" 233 233 79127897 56280 151757710 2058112.99999999 100 "2" "1" "IM-CRDT"
"166" 36 "QmNoPzQAotZmQuGpn3G3u1EbtHDJNdcnTKXmdPGqJoiZgQ" 262 262 84410490 56703 176424646 1108161 100 "2" "1" "IM-CRDT"
"167" 37 "QmNyFuUfmXTTgKBnq7RCMxWQbLrVNdtEMEzBYyTkZGhGZm" 200 200 80011091 59229 117632727 2296953 100 "2" "1" "IM-CRDT"
"168" 38 "QmP1uUEUHVWyc2kczBewhiYw9Nt4Uaj6VDAMKtW2dKaBf7" 328 328 82153162 49204 243262600 2535034 100 "2" "1" "IM-CRDT"
"169" 39 "QmP2aYXozUobU6nvFpJ35TeCoaF7EVYJ7jedVJiPziZyC7" 199 199 86890480 50161 109845520 2213839.00000001 100 "2" "1" "IM-CRDT"
"170" 40 "QmP2f1u1XYAYuNEmUhvcyNTrAddHqn62LA1bj8NSoCZ5Jp" 226 226 106858639 47715 117684667 1408978.99999999 100 "2" "1" "IM-CRDT"
"171" 41 "QmPRYcRDoCcsxUHHMCX4Vzq64cCRDjygUV1X6hKkiUFirc" 197 197 77682896 46326 118637142 633635.999999996 100 "2" "1" "IM-CRDT"
"172" 42 "QmPyfdBqgoxgZwJL1qJUxkrFR9AazdszvWyFsTMBhGqAwR" 178 178 82516985 49313 92987821 2445881.00000001 100 "2" "1" "IM-CRDT"
"173" 43 "QmQ2FbMccaa6hiLmoWWKg1iCCvyeXMj3374DZYeY2ZhSkW" 268 268 123345781 50045 143510658 1093516.00000002 100 "2" "1" "IM-CRDT"
"174" 44 "QmQ4fwFhqVnBfLNRZbxcu2XsUgYuxhgdQ9zAqEvUv4GCHy" 195 195 75722156 49972 118173609 1054262.99999999 100 "2" "1" "IM-CRDT"
"175" 45 "QmQ4iPBxjzQweypLGWnjfoVfAdc4ZxaWVaAC5bKQopbPPV" 191 191 70938011 49362 117773966 2238661.00000001 100 "2" "1" "IM-CRDT"
"176" 46 "QmQah2zzd47dyv5T25FG54SV4NGLrUbvvFmucUxUFYCQpf" 249 249 76277181 46429 170604749 2071641 100 "2" "1" "IM-CRDT"
"177" 47 "QmQcXzW5JBv8qKnm86Eepy1tHuqEuDxVTdLMYhLxv9q7Hb" 229 229 77590990 53354 150729650 626005.99999999 100 "2" "1" "IM-CRDT"
"178" 48 "QmQJN63LAugvsbWfTPyr54mRAW8p22oRz95u6NKLPCwAnH" 240 240 68301092 49799 169015308 2633801.00000001 100 "2" "1" "IM-CRDT"
"179" 49 "QmQMo7UtTd2NY43fWvXAXwNujnKUJGP9LpvR1xG14JxGzU" 248 248 119312032 53060 125515823 3119085.00000001 100 "2" "1" "IM-CRDT"
"180" 50 "QmQsPEDMb6t2ANSgJhgcnWrGFVyWckMwF6Tki7nwj2y8qn" 261 261 100560107 44865 158209223 2185805.00000002 100 "2" "1" "IM-CRDT"
"181" 51 "QmQwTJk6n56wU7VbvU6QUcFcVsAKzd1XG4f9E86zZGVnMw" 207 207 78604186 57664 126261207 2076943 100 "2" "1" "IM-CRDT"
"182" 52 "QmQWu6uSyA9u843ad7RR5PCNW22zyZW5Gx6Dw7oZbEkNZ8" 196 196 75301908 67646 118056815 2573631.00000001 100 "2" "1" "IM-CRDT"
"183" 53 "QmR6wxEEYD994FBRgcRkMGrU6DV6jXZqpWxw1evj6oQs66" 198 198 78757135 52943 118187100 1002822.00000001 100 "2" "1" "IM-CRDT"
"184" 54 "QmRcHJ4o1P6pRdqh3sjbGSyWKD2hKnj5iHMroSu8RJ6Haa" 256 256 77350659 46662 177050633 1552045.99999999 100 "2" "1" "IM-CRDT"
"185" 55 "QmRKqesXS14XMD8JuZ5a9UH9KwbQDnBv2vjCUMUT2icMXf" 302 302 115074570 63286 185697657 1164487.00000001 100 "2" "1" "IM-CRDT"
"186" 56 "QmS37hTeDoFoFkcrDQrRcxNSQnhpEtq1uNCde7XAgfuCBK" 231 231 119059856 61889 110442738 1435517 100 "2" "1" "IM-CRDT"
"187" 57 "QmSBdG7v1nvLZSd711re8ChoZaSGAypm3vz2CTjqwU7Dbb" 192 192 81981201 56326 107849295 2113178 100 "2" "1" "IM-CRDT"
"188" 58 "QmSVdEJfaXTNinkwSDwF4rtCnABbTgR7mDQZK9toXfcHrY" 207 207 77890842 51409 126210311 2847438.00000001 100 "2" "1" "IM-CRDT"
"189" 59 "QmSvPoNEkj8Umnz7mqAfruyofEeLK6yFmY4ewS653pb62c" 203 203 79885513 52177 121699570 1362740 100 "2" "1" "IM-CRDT"
"190" 60 "QmSy3AobvH4pWQYnCeLSem8X9N3duvmMDkoX7C22CHE7ZV" 253 253 76472057 62418 175736816 728709.000000009 100 "2" "1" "IM-CRDT"
"191" 61 "QmSyeuUqSR6oP2KJudbFTMwqY4XWLPwUioqrCBEX4SiqKf" 183 183 79945360 45488 100333812 2675340.00000001 100 "2" "1" "IM-CRDT"
"192" 62 "QmTo5UMA3LeLDB35CmEpPbAz9VDgkStvKBNKRJXD7pghXU" 269 269 108355352 63607 159502982 1078059 100 "2" "1" "IM-CRDT"
"193" 63 "QmTSrdeiLSWmwKwZaMzuPQ8FqzUE8Y8USVuWhf4MMRzGg8" 242 242 80826454 46777 159629316 1497453.00000001 100 "2" "1" "IM-CRDT"
"194" 64 "QmTYvbeSJm9f1XDvjw4kWXKNgkGnv2prUio2A9zqkvBg6o" 211 211 124219793 55727 84085821 2638658.99999999 100 "2" "1" "IM-CRDT"
"195" 65 "QmUc6CUtnHZnmch4xLLvFW9e7xG6mLTX6tnKc3bVLGTkWJ" 190 190 77863296 47901 109637224 2451579.00000001 100 "2" "1" "IM-CRDT"
"196" 66 "QmUGESrYSvGc2zGUmWeKKsstcRxsnyNMGfhQG6fPQr4WYk" 233 233 96327759 54668 134917546 1700027.00000001 100 "2" "1" "IM-CRDT"
"197" 67 "QmUKQZGoKPfEaJ7PKD7LdEKG3yW8CkThTVpEyLLuM75tN9" 245 245 82061694 60368 161000031 1877906.99999999 100 "2" "1" "IM-CRDT"
"198" 68 "QmUrCMMrFjJ8i5ZJh1Zd7Wd1XsTD4DKM8pumxrmfsGQhVU" 205 205 77768472 43858 125871565 1316104.99999999 100 "2" "1" "IM-CRDT"
"199" 69 "QmUWHegv56r24TUoiVtYQgE2TUS7QwfmaEMMVrhzKH299z" 249 249 87949188 54446 158860020 2136346 100 "2" "1" "IM-CRDT"
"200" 70 "QmV255ozX6178TG2qZtTTTfqi787HPCtL42ZuirUbQzGaJ" 230 230 78421660 50793 150751607 775939.999999991 100 "2" "1" "IM-CRDT"
"201" 71 "QmVAj3d2GbrDFFwywyw4RR822djmEVJyCGP9CKyqafQyf3" 216 216 84642997 58663 128695005 2603334.99999999 100 "2" "1" "IM-CRDT"
"202" 72 "QmVNTQXgvVjKmymPpTFtX1T3WgeMtCq7RXqLRUNV71Pca5" 224 224 79523540 50232 143185291 1240937 100 "2" "1" "IM-CRDT"
"203" 73 "QmVQ3nFtMnxG6Ye1R9ftvh1b62UV8cdVViGguh3RJXLw8D" 210 210 80855472 49400 126725789 2369339 100 "2" "1" "IM-CRDT"
"204" 74 "QmVqzRPTe3BscyngmbEpKPbuYsgob2pqsUXqFXCKR6P7ab" 291 291 114224185 78710 175585718 1111386.99999998 100 "2" "1" "IM-CRDT"
"205" 75 "QmVT6Bs4iXWjM9Qztpj11Vm67pHg9ZNCYiGKGPusvoGzSX" 250 250 81053360 47810 167719501 1179329 100 "2" "1" "IM-CRDT"
"206" 76 "QmW1s9HahicWe2ioNjNAz5CBWcRD8aussNVquBpj9KitWm" 211 211 83124814 49261 126340596 1485329.00000001 100 "2" "1" "IM-CRDT"
"207" 77 "QmW3xgCWqTp8ujmBU4pEPtcC4LnV1D8CE6EMxr61JDGut4" 205 205 77537377 47173 126355732 1059718 100 "2" "1" "IM-CRDT"
"208" 78 "QmWifhvKk5hUFgZrnvqMGbpKAkCc22GgsqcmbKmicYukjP" 185 185 80782585 80258 102078501 2058656.00000001 100 "2" "1" "IM-CRDT"
"209" 79 "QmWjFNAjagBZzRgbosg5jDPJp2qmj7rtqrfu6ZMyMnVW65" 287 287 84012003 47576 200849489 2090932.00000001 100 "2" "1" "IM-CRDT"
"210" 80 "QmWRd4PmD4LT48JA8BRegCA7zdWHFWbnrs1uX458cLRjoJ" 235 235 83145814 48784 151120327 685075.000000012 100 "2" "1" "IM-CRDT"
"211" 81 "QmWU1ZxueHPy86q99xn7X3bmERUw7wRUCinKMjRbf1A6HL" 251 251 107408093 47955 142229535 1314416.99999999 100 "2" "1" "IM-CRDT"
"212" 82 "QmWunz7v3UY5pRTxCHVTLmZcgmB9wAxwKsQyLhJ6zPoWFw" 235 235 125433882 48645 109153021 364452 100 "2" "1" "IM-CRDT"
"213" 83 "QmXb94h7BozN19k9CdQ2tpVRqzXJrDyBfPDs4NuWsttSWK" 182 182 79582866 44690 100332068 2040376.00000001 100 "2" "1" "IM-CRDT"
"214" 84 "QmXC5JKgmpL3d1MgC1T1EQ2MXY9TqwoYUGyGWixfSGX5Rf" 251 251 113965888 74951 134220022 2739138.99999999 100 "2" "1" "IM-CRDT"
"215" 85 "QmXhDwCGbRSgLE7a2ehTRfwZob9SSZ5WQ4nfdRsUYab2mV" 211 211 75567230 51513 134488196 893060.999999989 100 "2" "1" "IM-CRDT"
"216" 86 "QmXK22rT5UMiUfLztfycVzRMfxNF51KtxbnzWKFWVy9F4j" 213 213 84949240 49655 126122969 1878136.00000001 100 "2" "1" "IM-CRDT"
"217" 87 "QmXm5bYQDVtSgNFm3Bk7biUu6odT5i5Hs1oVpHQg8695Zc" 277 277 116100646 60668 158871151 1967535 100 "2" "1" "IM-CRDT"
"218" 88 "QmXRGqxs7P5MZc9BkyyvSiXmmXJEePsPypkMB64M6yK4mC" 236 236 76400696 55480 157872795 1671029 100 "2" "1" "IM-CRDT"
"219" 89 "QmXXy8A7aB6usq9kuJgDmp33q56SJerHUcJSVJooUM6drL" 171 171 76441699 47153 92953134 1558013.99999999 100 "2" "1" "IM-CRDT"
"220" 90 "QmYBtvMmrYYsjTkaGKwU5D6EoFAGHMsaPuZ3Jtj583ysEh" 236 236 75326291 62961 158815599 1795149.00000001 100 "2" "1" "IM-CRDT"
"221" 91 "QmYNKLe2pHR3GNFT7kMPgAVXKCvFZLDYgbjpYivG2Pr8Tt" 271 271 115819954 58389 152087057 3034600.00000001 100 "2" "1" "IM-CRDT"
"222" 92 "QmYPvWoH5hdyd4dTB5ce9eSNGGe9gUuMUsAds7BgnL9knz" 227 227 75285553 50477 150908393 755576.999999988 100 "2" "1" "IM-CRDT"
"223" 93 "QmYvfFTDTMATSbHP7nckUnzBsz4fcjdbzsx96o2pyoa3vr" 203 203 83016964 48620 118276043 1658373.00000001 100 "2" "1" "IM-CRDT"
"224" 94 "QmZ4QpmGPUyrVk23CAu1hPgxM8bCvHAjxp4oPc129ww9wV" 855 855 739586144 128160 113616068 1669627.99999999 100 "2" "1" "IM-CRDT"
"225" 95 "QmZ7KBThNEqHFGFj7eMjtK7XoiJd8u7X6qkrfMjr8fKeRq" 240 240 77611264 42441 160845032 1501262.99999999 100 "2" "1" "IM-CRDT"
"226" 96 "QmZau5Y87HrfXCYCHzLty85nsZxYwBa5w9CqAz1wa4Y5ND" 275 275 79312651 47370 193190864 2449115.00000001 100 "2" "1" "IM-CRDT"
"227" 97 "QmZbVDogSs9q2c9z3maHTSMHtkQCzgreVexoHhGeaF2eM2" 191 191 77912592 64932 109859056 3163420 100 "2" "1" "IM-CRDT"
"228" 98 "QmZHdhQEZwoMX84rfPJV2iEYykVoWy9eXx3uwrTzLJK8Bu" 227 227 82848622 64924 142593388 1493066 100 "2" "1" "IM-CRDT"
"229" 99 "QmZhfjYCbotPKhLs8FQxro1fCECnURG7qMafqsnAgieGdF" 255 255 117991616 56877 134888840 2062667 100 "2" "1" "IM-CRDT"
"230" 100 "QmZQZiKUaEf9Cd5b5WphvJRu8V1CiRrzsv7kgSNXrwJnMd" 196 196 78057997 77705 116797096 1067202.00000001 100 "2" "1" "IM-CRDT"
"231" 1 "QmaK2rCDDpPxutyGfUf4c2UmneQqtKr83cAKp4taoNkU4e" 219 219 83056156 48735 134824601 1070507.99999999 100 "2" "1" "IM-CRDT"
"232" 2 "QmaSgSjBom8aA1svacEx7Cz9ZAwEGtuKEDLUtnP25tgFQ2" 238 238 79683302 49712 160642252 -2375266.00000001 100 "2" "1" "IM-CRDT"
"233" 3 "QmaWsM8WLogs5DSB2SRKk8NR9DRhfJVVyhDK7ELmJ1Zgzs" 182 182 79273150 48178 100932406 1746265.99999999 100 "2" "1" "IM-CRDT"
"234" 4 "Qmb1tBC9g6U3kxG2modZUTTA2JoEJ6e9BpNwxffBbKEcSm" 264 264 135515698 52381 126216623 2215298.00000002 100 "2" "1" "IM-CRDT"
"235" 5 "Qmb7U9JtrpiTiaSFnBJ2y4ZaJHUwKDUo3KJVzGUNBGN1uY" 203 203 83032314 51762 118226132 1689792.00000001 100 "2" "1" "IM-CRDT"
"236" 6 "QmbKFtVFnKnwoNQvbqmLTaSz4C1Zz8egKRQuT7Cfmry8TX" 242 242 124754384 51457 118296367 -1102207.99999999 100 "2" "1" "IM-CRDT"
"237" 7 "QmbvQdS1HjjyfxFTfT9fBisarHm8Tvt7eUNC4xjn3GQnYW" 272 272 127355061 45823 143166135 1432980.99999998 100 "2" "1" "IM-CRDT"
"238" 8 "Qmc5EaSY6dCCkAe7pEGv5Yuz2gkAX1q1usfqPZATrehzZw" 274 274 96244713 54523 176994488 706276.000000003 100 "2" "1" "IM-CRDT"
"239" 9 "Qmc75jMGZao9m7biJ9v7uzy9zTuM54hH8LyYwZrhnHzGzh" 274 274 79834974 48797 193075715 1040513.99999997 100 "2" "1" "IM-CRDT"
"240" 10 "QmcAdfcj56EiMbfV8BswgTjRq31sbggvbe9z2oWkduM7SU" 262 262 143705788 63242 117493900 737070.000000017 100 "2" "1" "IM-CRDT"
"241" 11 "QmcgbX5ro4MfNwFuJZz59d58zZ5xcznMSY5CzMXFe87SDN" 197 197 98512184 54587 101524125 -3090895.99999999 100 "2" "1" "IM-CRDT"
"242" 12 "QmcGPtSk6qX6UqY4L9qHGeAuFuvrcLwNpqdC5yeWzTU1Ce" 235 235 82670744 46168 150429154 1853934.00000001 100 "2" "1" "IM-CRDT"
"243" 13 "Qmch61S6fDj7xofzf1nHCrZgoQu6C8Cw7ZLJG3SVTkUUmp" 281 281 128344054 53566 150894420 1707960.00000001 100 "2" "1" "IM-CRDT"
"244" 14 "QmcrNGx3kaTJeRCDwSMKC6pD31dDeorsFx9Ue91bVHwL1s" 945 945 842337014 57940 101318602 1286443.99999996 100 "2" "1" "IM-CRDT"
"245" 15 "QmcrRAG4uLHgDH9SbuMMY2BG71NG1jx1XXJPp6QX7YiEAi" 221 221 84864591 45678 135069085 1020646 100 "2" "1" "IM-CRDT"
"246" 16 "Qmd4rk7Wrt3fodUtz71NRpHZrK7AzMBtUpYbdwQvoErTGs" 204 204 84554748 53184 118079544 1312524 100 "2" "1" "IM-CRDT"
"247" 17 "Qmd79PCcjm8Ht2gEEJiQfrA1tPXLh35tP8BPYuXQyyVJWV" 288 288 109285812 62322 176703638 1948227.99999997 100 "2" "1" "IM-CRDT"
"248" 18 "QmdBqhXFusgu53ye88Ms5mNkqH1bzNMxqbDeagqMhp42De" 246 246 77535878 52285 168228411 183425.999999997 100 "2" "1" "IM-CRDT"
"249" 19 "QmdnWuK6bdPWayckU3BqWrT89bHHj9aapTjwTyacuSCDXq" 252 252 82265523 49575 169114116 570785.999999998 100 "2" "1" "IM-CRDT"
"250" 20 "QmdS5G2UKjTG4mnTvTrMeQvwzzmQLBH3AVZ3eLGU5GkoCT" 181 181 70101054 50835 109653728 1194382.99999999 100 "2" "1" "IM-CRDT"
"251" 21 "QmdYd4fDX8YwMQxvwZGUuTrKsM9v2JpfLKsa2gyz7XnSUU" 205 205 85916521 58348 117807368 1217762.99999999 100 "2" "1" "IM-CRDT"
"252" 22 "Qme1STg5qos45di9g6kLjavoCWkbYvoha2GzYdk2spha6t" 183 183 73015248 51803 110157574 -224625.000000003 100 "2" "1" "IM-CRDT"
"253" 23 "QmefMeoAF3kLXs64ymb4w98He5mYDKT9yQUk4LvQcF2Dat" 284 284 131377907 46301 151024660 1551132 100 "2" "1" "IM-CRDT"
"254" 24 "QmeNLxvYFVXpEqKom27mtZ4pnBU4wahEez8t95w2f5Y5cS" 273 273 111183938 65138 159809269 1941655.00000003 100 "2" "1" "IM-CRDT"
"255" 25 "QmeNr6QWH37XxE5xmHZcnyaXsF2HdrXUTXFvkNTx8AxUF3" 242 242 80374622 54615 160474523 1096239.99999999 100 "2" "1" "IM-CRDT"
"256" 26 "Qmf3WoEgkgvfhReENgioCLBSoQ7wwAPzDCLRnCeiNCL15e" 201 201 71707848 50511 126429912 2811729.00000001 100 "2" "1" "IM-CRDT"
"257" 27 "Qmf5ETFZDX8bKTm7WAkTm72NFun6cM75LSs4bJW2uPikmt" 249 249 79037567 60001 168914123 988308.999999987 100 "2" "1" "IM-CRDT"
"258" 28 "QmNaaYTxfFLvzjawDtdD48s38mAZukkb2ppY5JaxS3Bsr8" 194 194 68824792 67439 122888878 2218891.00000001 100 "2" "1" "IM-CRDT"
"259" 29 "QmNVdgG6LAXE1KfrjpiZt27LLgryuhE6MG8b7623TXZLE7" 182 182 71079794 52230 109844474 1023502.00000001 100 "2" "1" "IM-CRDT"
"260" 30 "QmPAP6vHgaroDe21DEcMdVUVqDzEV23N6GR8z8dNvryqee" 190 190 79740353 47633 109898858 313155.999999992 100 "2" "1" "IM-CRDT"
"261" 31 "QmPdh3s5n1d9iJTT9RsmVaSMGSWvRcroASJ9TA9FaWobs1" 280 280 102049075 53804 176142623 1754498.00000001 100 "2" "1" "IM-CRDT"
"262" 32 "QmPjK6YiNhC99zDxtYNtuMCcn25W8UCkbjj9U94nuMNbKz" 218 218 80970854 47243 134902959 2078944.00000001 100 "2" "1" "IM-CRDT"
"263" 33 "QmPMbFPo19RAN8BTDsbV2hsZm92GkFf6nzvydy9mhPXRfg" 228 228 108008049 48344 118547580 1396027 100 "2" "1" "IM-CRDT"
"264" 34 "QmPMjfWR5izYdkz7F4T5EqkhvrRMh4vRA7FiqowdWAG6hC" 207 207 96015735 60335 109318039 1605891.00000001 100 "2" "1" "IM-CRDT"
"265" 35 "QmPRsRfMZh394PtRnn3TkAQjxUZQbopeg1mdVHCwegUchL" 303 303 75100529 46716 226590036 1262719 100 "2" "1" "IM-CRDT"
"266" 36 "QmPxTDUGaEmie5YsTdMmQCKiHCo8XLXWUp7yqDmg4HHFvB" 250 250 72921517 46053 175899299 1133130.99999999 100 "2" "1" "IM-CRDT"
"267" 37 "QmPY54EZUgRnUEXbFaSBvZSg3AYYzmkUSzajoWHdKu9hcA" 232 232 121132259 57323 109274919 1535498.99999999 100 "2" "1" "IM-CRDT"
"268" 38 "QmPYX6y9fRBqE5xPZ9n5TxUJfZkZ64iBJWvHR5jhox7TvM" 218 218 86704140 59793 134762913 -3526846.00000001 100 "2" "1" "IM-CRDT"
"269" 39 "QmQB2BBGNKqJ9A63SiKkBXxHZo9jD1jD75WM1sf1iPfQFM" 236 236 124560679 49162 109570254 1819905.00000001 100 "2" "1" "IM-CRDT"
"270" 40 "QmQf3PFj2fWWqrFjyB7NTgADxe8XKiRebhRaVJzMUCoNiE" 207 207 95851961 50119 110388511 709408.999999994 100 "2" "1" "IM-CRDT"
"271" 41 "QmQfxXgnxeJW4qrjYgsbob7uXXN9tXG7934AdiFZVcgadw" 267 267 71070169 51050 191762685 4116096.00000003 100 "2" "1" "IM-CRDT"
"272" 42 "QmQmcVsrVj19tRyz5vyKvo99DXkAQowFD3wiaNbo8Ugv4W" 253 253 83717324 56659 168536645 689371.999999992 100 "2" "1" "IM-CRDT"
"273" 43 "QmQniAyoEww8yM5FtnQy2gUkTEtYbr7BtWHEE2fgyFU8w6" 239 239 115174380 51074 121597873 2176672.99999999 100 "2" "1" "IM-CRDT"
"274" 44 "QmQuGWa7PeCMW4MJvf4mvJhYoddtk4c6pF9BddhY3Jbs6c" 205 205 77816180 46562 125543097 1594161.00000001 100 "2" "1" "IM-CRDT"
"275" 45 "QmR24QPCUgWTtb26xVcrTSkDPnSu5BPcC8VHEsXnwgY2qm" 231 231 98779353 66982 135045284 -2891618.99999999 100 "2" "1" "IM-CRDT"
"276" 46 "QmR3kdryEUva3eJbX7gX6otNQSCfWLi1ihFsMk35odKeJz" 198 198 69727631 45040 126506534 1720795.00000001 100 "2" "1" "IM-CRDT"
"277" 47 "QmRDGCo1k1vg5xahrxgNvFrqfRfT3R73JeBxc9Rp6ay5To" 274 274 131284239 47592 143467898 -799729.000000013 100 "2" "1" "IM-CRDT"
"278" 48 "QmRFv6QK1JyHs5o5AdUCTJR6rukwAmcN7GCtNY2CDctpuG" 178 178 79586185 57464 102073462 -3717110.99999999 100 "2" "1" "IM-CRDT"
"279" 49 "QmRSRF47Gnd9REi7A7FkhhXQ8A9gudaKUFGizTMe8hRhhq" 183 183 68844894 47904 113367116 740085.999999991 100 "2" "1" "IM-CRDT"
"280" 50 "QmRv5qjqKW9CHEJd31GJvvVpekvBfQSiZGZLrgDPwmCSQa" 283 283 113650616 57994 167224699 2066690.99999999 100 "2" "1" "IM-CRDT"
"281" 51 "QmRxZykajFZy7Shc8G49HhzihEbhb2ZVuhe44CgHG579y4" 260 260 90409099 61861 167876857 1652182.99999998 100 "2" "1" "IM-CRDT"
"282" 52 "QmSqofu7k8ewTq89Cp5FFKaxsMduVe2ZJN44VBkMdoP8eZ" 184 184 77390737 50473 109949627 -3390837 100 "2" "1" "IM-CRDT"
"283" 53 "QmSRATVwP1Y3F2WDQN3tpoDGJunQfyUStRuFiDCqoNoNS6" 190 190 76456536 51253 117302754 -3810543 100 "2" "1" "IM-CRDT"
"284" 54 "QmSt4sqSkBU6DR9UC6e1C1k9yV3m9djDWbZ74Anse4M4AZ" 248 248 80378254 45714 168528444 -952412.00000001 100 "2" "1" "IM-CRDT"
"285" 55 "QmT2v8wFZYWvxYPWfYHuyRiSfnPEtjZRiKpCaTQEAcQTds" 239 239 119704493 48876 117350429 1896201.99999999 100 "2" "1" "IM-CRDT"
"286" 56 "QmTB2uqPNuVeCavdJ1r9ZUJnpbRuRxFuBDP8seQNeeEDE8" 200 200 90910363 55812 109794295 -760469.999999998 100 "2" "1" "IM-CRDT"
"287" 57 "QmTcRUw2ipFvcF2hCjZegorRrHNKK9cjVAUGKsARBrAFwm" 270 270 99162193 50345 168980760 1806701.99999997 100 "2" "1" "IM-CRDT"
"288" 58 "QmTe67P24zwF4NhM7M11eoYL6p3o3fh46JMq8hMjU96nFJ" 202 202 85369852 45506 114804997 1779644.99999999 100 "2" "1" "IM-CRDT"
"289" 59 "QmTfBH88tVJFPJKVr9Pued27kDV8qjteTwKLPNFxBJVvmh" 212 212 84255485 60967 125998801 1684746.99999999 100 "2" "1" "IM-CRDT"
"290" 60 "QmTMheSfPV3TX8iFsLBhUkavpTYKB5ZiMzxDaVFPP3XZt5" 198 198 98158098 57009 101375218 -1590325.00000001 100 "2" "1" "IM-CRDT"
"291" 61 "QmTMs1shThRwv9mo28WTZ2xZpaFBFVrsVgecb9hkcWBz1t" 175 175 77354772 47471 101873428 -4275670.99999999 100 "2" "1" "IM-CRDT"
"292" 62 "QmTPwBG7jEDqqZBVN2Bi3beaFTMMnrzPQQer6MqU87m4Ub" 201 201 81377951 49492 118034654 1537903 100 "2" "1" "IM-CRDT"
"293" 63 "QmTRwZ9fnyoQkDU9Yit9XaqnJhcgbcWpipGeUxpTZuJu8t" 195 195 78322485 52322 117333721 -708528.000000001 100 "2" "1" "IM-CRDT"
"294" 64 "QmTTHWv71GX4itsNsFj9KozQ7ve4TkFhnYio6i1d3GL4iH" 228 228 126054629 58346 101563448 323577 100 "2" "1" "IM-CRDT"
"295" 65 "QmU68LXALNtNQQprWEaiinRxn4RX5r4o94XPESC3cPRTV3" 225 225 103808566 60370 118763431 2367633.00000001 100 "2" "1" "IM-CRDT"
"296" 66 "QmUFMsYLcohwpuJfqqCx51ayh85v7JJZ3o3ijgvxAGHiMP" 204 204 83609008 53454 119106708 1230830 100 "2" "1" "IM-CRDT"
"297" 67 "QmUGxorhKv5efc9v3fCYf3g1FFW4Ksp2ekb3yDhh8vEGKH" 204 204 83991070 48600 117952976 2007353.99999999 100 "2" "1" "IM-CRDT"
